Country,Year,Key_Indicator,Sector,Emissions_MT_CO2,Population_Millions,GDP_USD_Billions,Climate_Policy,Latitude,Longitude,Event,Source_Credibility
CountryB,2021,Greenhouse Gases,Marine,924.7731182866673,214.4891289665385,4128.917751627352,Air Quality Act,59.03805871944258,74.61370783911224,Typhoon,0.7613393572743888
CountryH,2018,Greenhouse Gases,Marine,736.4312781676232,85.52024844578891,3788.9584138228106,Reforestation Act,17.784629887796648,-115.34071799815979,Cyclone,0.8359004798744487
CountryF,2013,CO2 Emissions,Forestry,136.58890900778954,105.720454533268,3691.0100179259716,Coastal Protection Law,21.28322915260275,-33.96051162852787,Typhoon,0.7895271987428707
CountryB,2007,CO2 Emissions,Public Services,1023.8813082417432,137.38974717841137,4393.343143520825,Coastal Protection Law,20.589907494075135,1.510397874005747,Wildfire,0.8951997284981672
CountryE,2008,Temperature Change,Energy,894.2027016639352,274.4036407243296,3641.6445430454537,Reforestation Act,49.62698838106684,15.690655331084088,Flood,0.8666099472643305
CountryA,2021,Greenhouse Gases,Transportation,1485.802895702051,60.8710582760296,1236.0223294021596,Reforestation Act,19.345364822505907,59.43994076612199,Hurricane,0.6204040213518249
CountryJ,2010,Air Quality Index,Energy,396.7802277842524,6.482833019891919,3557.2572870834865,Reforestation Act,13.332991491165306,-37.740111908028865,Typhoon,0.9494474318733208
CountryF,2022,Air Quality Index,Public Services,819.569165165912,22.728441061560194,1607.743785610235,Reforestation Act,59.92804032928143,29.297929615397862,Flood,0.8633408588018134
CountryI,2000,Temperature Change,Energy,993.8881359212053,271.9060707956348,1286.6557867026056,Reforestation Act,11.240860572257457,22.197609925648635,Cold Snap,0.9023661607029396
CountryA,2013,Air Quality Index,Public Services,984.6572033763982,196.01735712879213,457.7176052081739,Coastal Protection Law,51.762203007943285,12.380186169974252,Typhoon,0.8279191992333712
CountryJ,2004,Extreme Weather Events,Forestry,863.875637275184,85.546982701703,3745.740043703616,Carbon Tax,28.26834207753264,36.525656216975165,Typhoon,0.8996997948163667
CountryC,2020,Deforestation Rate,Energy,1176.5456149744768,57.271787798301375,3583.904713554075,Carbon Tax,52.08077298789076,-62.54321552230016,Heatwave,0.6393340412250482
CountryG,2013,Temperature Change,Transportation,347.2227538138838,91.80868730794873,1249.0474406030594,Climate Adaptation Plan,37.731024560557245,-107.99132406799646,Cold Snap,0.7217082424457604
CountryD,2003,Temperature Change,Agriculture,1102.159440397903,38.86509353912763,3771.9571819483645,Carbon Tax,55.08156147431801,-98.9893652696667,Landslide,0.9067473302615724
CountryI,2021,Renewable Energy Use,Marine,948.6151285779794,282.7522085339101,4597.42032715841,Emission Reduction,56.30964932073133,-71.60858050998573,Landslide,0.6705793239434122
CountryC,2022,Sea Level Rise,Agriculture,1349.3089121021312,236.34082143775373,629.3418917087383,Carbon Tax,10.4549090640388,0.051463235924160244,Storm Surge,0.6273847345030079
CountryE,2024,Sea Level Rise,Energy,1278.4319365986935,141.4053971891995,1239.9195280951972,Coastal Protection Law,13.770608799639414,88.51511514196523,Cyclone,0.8758416289808266
CountryC,2000,Extreme Weather Events,Agriculture,506.96320674220226,260.16396850898457,3776.2778910278457,Reforestation Act,22.517936478542772,52.33626894297987,Hurricane,0.8924201544751535
CountryG,2021,Greenhouse Gases,Transportation,450.54412121397195,78.59017026650352,1445.0827001846835,Wildlife Conservation,43.46577081817508,75.15055709253227,Typhoon,0.6569282763664652
CountryE,2022,CO2 Emissions,Transportation,1473.3973195860494,216.5505676992971,3160.853473990212,Wildlife Conservation,54.4136098255753,-38.74633777921623,Typhoon,0.8990210939739504
CountryI,2018,CO2 Emissions,Energy,814.534512327122,257.5590872090543,497.70469987220116,Emission Reduction,32.99709756469814,-24.790027171376963,Storm Surge,0.8403687284590093
CountryG,2007,Biodiversity Loss,Forestry,1364.3103976759335,110.24676992886542,2315.7921476073398,Sustainable Agriculture,40.34865581371327,-27.642709642440664,Cyclone,0.7820289391258044
CountryB,2014,Extreme Weather Events,Agriculture,287.6274844816992,228.45201140796172,3721.5479677654703,Coastal Protection Law,19.424992639778058,-80.11297205482961,Cold Snap,0.8905875674734847
CountryD,2020,Temperature Change,Forestry,982.0874264602527,92.04634303297127,3463.9183209119374,Paris Agreement,50.24834169408427,-114.08366888267128,Typhoon,0.746737237261638
CountryI,2014,Extreme Weather Events,Forestry,1224.29727167285,93.16285490141408,4093.8532933114534,Renewable Target,58.36640556767349,23.638184135078973,Flood,0.667897884678189
CountryB,2008,Extreme Weather Events,Public Services,1423.723111900348,36.581867673484886,4399.515420355528,Climate Adaptation Plan,23.429946645729874,127.19633768935239,Drought,0.6996984368137147
CountryJ,2020,Extreme Weather Events,Industry,539.143204474684,134.81712372027263,3888.599156167915,Paris Agreement,34.741297580027314,-86.62427671293166,Cyclone,0.7768074064026602
CountryI,2008,Sea Level Rise,Energy,1101.222696389876,220.26501241673955,3390.7799404007374,Coastal Protection Law,14.30580552531869,-117.86194682618883,Typhoon,0.7859657774356115
CountryJ,2009,Extreme Weather Events,Marine,831.2788631074476,282.36513764352907,255.44020989855264,Carbon Tax,37.95683282314842,72.67823727422257,Cyclone,0.8819532892544317
CountryE,2019,Deforestation Rate,Transportation,137.91194279637887,183.12011261908336,2721.336699706276,Reforestation Act,35.13917209233403,-64.32763826197171,Landslide,0.876973453278317
CountryB,2024,CO2 Emissions,Transportation,1050.4996190979678,259.62498363204304,284.71885208277865,Paris Agreement,17.22182420775388,85.70738939176138,Hurricane,0.8034782950216012
CountryD,2020,Biodiversity Loss,Energy,1050.640009444873,247.63592154061698,4059.5323038685106,Renewable Target,32.103310655903755,53.02353342897402,Typhoon,0.8732749191779167
CountryG,2008,Deforestation Rate,Public Services,1399.3798670274787,56.13620062770785,1671.550169853792,Sustainable Agriculture,26.705232604328163,115.87511963320918,Hurricane,0.6671207104027848
CountryH,2002,Biodiversity Loss,Residential,771.10304694501,148.3161415292263,2855.9039331778126,Wildlife Conservation,36.091543765259466,-23.678918703265282,Wildfire,0.617522584482653
CountryC,2019,Renewable Energy Use,Residential,383.86383503024626,39.492442979990486,1469.2820058626228,Sustainable Agriculture,39.28271677143996,42.11215825716488,Drought,0.905771837922145
CountryA,2024,Biodiversity Loss,Residential,114.61754400058477,206.2351826606823,3934.2507074634386,Renewable Target,10.424778930360475,-9.137756988549626,Storm Surge,0.6264440728169693
CountryD,2010,CO2 Emissions,Public Services,652.6811706945632,285.2204021325924,4443.862380545323,Reforestation Act,48.050299147477766,33.95306130022132,Hurricane,0.686340950410399
CountryB,2005,CO2 Emissions,Marine,487.77921511237764,45.44139013323317,2053.3482216440134,Carbon Tax,45.65071459308704,-13.104284437988298,Typhoon,0.8433616323685346
CountryH,2001,Extreme Weather Events,Transportation,1153.5780437346195,221.4955235867497,4328.319728203846,Renewable Target,28.31431931032611,-80.95561592974055,Heatwave,0.7433067781695581
CountryD,2006,Water Scarcity,Energy,563.6882590195175,191.51025450601898,1408.6675365360288,Climate Adaptation Plan,12.646796778440912,2.0533281608790332,Storm Surge,0.906709889470428
CountryB,2017,Renewable Energy Use,Public Services,1426.1532346565236,177.1634859173894,2719.838523070067,Renewable Target,47.74662698925252,7.431892373734996,Storm Surge,0.7042929281317943
CountryF,2001,Temperature Change,Transportation,1445.349794332287,120.08546923306007,4307.931006209649,Coastal Protection Law,57.75875802390662,80.75700054764187,Cold Snap,0.6041549713342758
CountryF,2016,Air Quality Index,Forestry,950.3174558156767,109.7638360873747,1696.8185788173728,Carbon Tax,22.00757980110071,61.23538350633112,Hurricane,0.7052294741962604
CountryJ,2010,Biodiversity Loss,Agriculture,1396.5574161715801,18.34851076057192,4774.80709888262,Reforestation Act,26.176230686851895,42.585822224775455,Heatwave,0.802326267214691
CountryD,2011,Water Scarcity,Agriculture,1153.2387995460188,69.28306893434397,697.2095587287797,Wildlife Conservation,19.190644474090746,-100.51935515633114,Hurricane,0.7315784313911526
CountryF,2018,Extreme Weather Events,Public Services,842.9464794139329,9.477180274613936,189.54784164518054,Wildlife Conservation,38.84680616724198,57.3602355725659,Cold Snap,0.7872054645155643
CountryB,2021,Sea Level Rise,Transportation,311.4465063630283,176.51804614669607,4530.263227633134,Renewable Target,17.742069732372748,0.07934065217384045,Drought,0.9068093415922565
CountryJ,2023,Temperature Change,Industry,714.9670180950679,36.22670458398311,436.37846412457395,Coastal Protection Law,27.809697173068972,102.4658793876014,Typhoon,0.9193697689806289
CountryB,2024,Greenhouse Gases,Marine,863.2679718757955,262.54072123876625,4960.25706014271,Paris Agreement,44.850650696713146,109.16644287394112,Landslide,0.6930909226289392
CountryJ,2006,Water Scarcity,Residential,1302.7442920657647,159.32719110566373,4761.84462369762,Sustainable Agriculture,38.005799150467425,-115.65928644353578,Landslide,0.7617491656444653
CountryD,2019,Sea Level Rise,Marine,747.9333959767141,211.40852317231898,771.4024591779713,Sustainable Agriculture,29.32312821639676,83.36680569216449,Hurricane,0.7922004053345079
CountryH,2005,Renewable Energy Use,Marine,1351.6282753830371,126.20284209294645,2734.1646658935724,Sustainable Agriculture,31.012480090377096,-120.19867849010564,Cold Snap,0.9321893599108864
CountryG,2020,Extreme Weather Events,Public Services,1027.8060195840299,170.37104365530936,1006.1094575890072,Paris Agreement,38.10554413116148,-34.53589731929411,Cyclone,0.9495160617075347
CountryI,2023,Temperature Change,Forestry,248.6486414278235,283.084457205156,2197.9603478475874,Coastal Protection Law,10.293236394358065,10.997993661480564,Typhoon,0.6823925370945343
CountryH,2000,Temperature Change,Marine,1492.7229855213848,29.406541688982877,400.9831333731801,Sustainable Agriculture,13.925493422680493,-91.49379235694687,Hurricane,0.8544429549710353
CountryE,2016,Temperature Change,Agriculture,814.4873580931733,79.91164271749037,1197.2304802032886,Climate Adaptation Plan,54.06290338815058,64.04159126795997,Cyclone,0.7323108717816182
CountryB,2010,Renewable Energy Use,Forestry,618.1945297931644,235.09655643861058,1880.0367023546078,Paris Agreement,13.893949454564538,-127.82777691524397,Typhoon,0.6028378689101747
CountryE,2021,Biodiversity Loss,Energy,1005.7149584808135,34.127476030386426,2249.3727512056685,Paris Agreement,45.34017981052526,-86.16424740715041,Cyclone,0.6032383828525658
CountryH,2017,Greenhouse Gases,Marine,207.89530527250665,27.3200256517127,4889.731665223577,Reforestation Act,56.00190820545263,21.00717576190368,Storm Surge,0.7611981026467894
CountryJ,2020,Renewable Energy Use,Marine,972.9810377923638,111.65471263244137,4058.541663851508,Reforestation Act,23.534180215086558,55.74076612969603,Hurricane,0.770917219551517
CountryI,2016,Air Quality Index,Energy,772.4422007239458,32.189547749367534,3713.3087271285362,Carbon Tax,28.52457185297571,108.3272067004182,Cold Snap,0.6078993938007049
CountryI,2006,Greenhouse Gases,Marine,639.6774014979455,177.5981404508299,2731.5024422356737,Climate Adaptation Plan,38.44607029223582,53.4291295030022,Typhoon,0.8404245958710058
CountryA,2016,CO2 Emissions,Energy,1431.8790307094039,71.75119899089695,4215.989026961282,Climate Adaptation Plan,54.085448481929234,44.66261026626515,Landslide,0.7029011860082336
CountryI,2019,Extreme Weather Events,Forestry,807.6825892614772,269.23089914381484,1762.6818947129843,Carbon Tax,57.09527936302101,-27.471301948827275,Hurricane,0.7959625855375823
CountryG,2008,Renewable Energy Use,Agriculture,367.7203452314107,236.13252384935072,3573.6056525892486,Climate Adaptation Plan,46.9781624055634,-129.66604936303162,Typhoon,0.7053216756078966
CountryI,2016,Sea Level Rise,Energy,715.4970450970831,211.41303579934547,4969.5414793530435,Emission Reduction,14.330988042734703,-98.7585927287383,Typhoon,0.6584970102042574
CountryH,2019,Greenhouse Gases,Industry,1383.1117366303754,186.99848807842807,1641.681653782474,Air Quality Act,43.45770777674254,8.984181636570185,Cyclone,0.7425108085096064
CountryA,2021,Air Quality Index,Public Services,305.3384334293622,259.7223904507317,3402.68592093144,Sustainable Agriculture,30.515186093633105,45.53377031954912,Cyclone,0.6812956776766752
CountryH,2021,CO2 Emissions,Public Services,360.2377060979435,70.80330815511327,4237.142834346674,Reforestation Act,33.535049974553075,-21.463446186919754,Heatwave,0.7871803419217088
CountryH,2007,Biodiversity Loss,Energy,68.89287324777143,262.5671086154471,4587.457158418294,Carbon Tax,12.457419517258852,59.97654299738144,Hurricane,0.669589985600268
CountryC,2016,Sea Level Rise,Public Services,70.5755716238624,237.90022803509544,3617.870185606499,Carbon Tax,19.55310696731791,5.684196786366471,Wildfire,0.7779420918256195
CountryA,2006,Greenhouse Gases,Marine,1252.6178590898433,225.70744378436723,1489.6788247439677,Climate Adaptation Plan,49.52568037668239,-110.71418914547883,Flood,0.6550824802041036
CountryH,2000,Extreme Weather Events,Residential,1111.577779922286,170.5704250321026,1698.7825426878376,Paris Agreement,32.697941652392984,-80.0757747483333,Wildfire,0.8348411483200247
CountryC,2012,Sea Level Rise,Residential,564.8095318553395,77.64202748632702,201.71435740742464,Wildlife Conservation,25.083112081557445,88.39953804342517,Typhoon,0.8638781895544984
CountryC,2022,CO2 Emissions,Public Services,1062.5511779799804,129.9466352176094,3828.3412905903974,Renewable Target,29.200953698247908,58.47731412235427,Heatwave,0.6386379819874768
CountryA,2018,Sea Level Rise,Forestry,623.0485931494568,239.10334308894647,309.4240697035617,Renewable Target,52.71997566628401,102.63811662324869,Typhoon,0.7637308442130687
CountryE,2023,Deforestation Rate,Transportation,1431.70035419685,14.374652885410711,4336.796537553454,Carbon Tax,47.44995087024785,-99.4351152285565,Wildfire,0.6248050952292057
CountryJ,2018,Water Scarcity,Forestry,1452.2263880677506,235.70497693280868,681.4370109252401,Sustainable Agriculture,23.61576985905414,127.45785899991921,Typhoon,0.8093638559397008
CountryG,2016,Biodiversity Loss,Transportation,619.5509749235479,75.82086844383211,942.1949094660289,Emission Reduction,15.875092010618665,-75.55425437301727,Cyclone,0.6925415042753759
CountryJ,2012,CO2 Emissions,Residential,1288.6217641942587,47.571214212872896,2434.9797070779628,Sustainable Agriculture,22.599911082203583,-126.93723216547308,Hurricane,0.7846685598935477
CountryI,2015,Sea Level Rise,Residential,1170.979110461326,39.13188886318914,3715.6140343268376,Carbon Tax,56.037822552736685,129.3299641539241,Landslide,0.7811113532845019
CountryG,2007,Water Scarcity,Energy,499.4999088990945,13.038753525490458,781.1108054754807,Sustainable Agriculture,39.079441892487765,-56.92078978427058,Wildfire,0.9235240211678302
CountryI,2018,Water Scarcity,Agriculture,386.4577519066037,159.4580131403286,2256.3482678258424,Reforestation Act,36.67401043723915,43.685057653265574,Flood,0.792179127899053
CountryH,2017,Sea Level Rise,Industry,714.4402430696091,69.3866624446502,2465.9712446095136,Sustainable Agriculture,39.81967998462308,-84.06259831416065,Flood,0.8040494679014104
CountryB,2000,Extreme Weather Events,Forestry,1182.955818890889,296.8823709049913,1140.1996441760975,Climate Adaptation Plan,28.30141328732576,20.859418371776854,Cyclone,0.7405785940175331
CountryA,2013,Deforestation Rate,Marine,1442.2432878566808,174.4588429823007,666.2360457350956,Climate Adaptation Plan,50.355351015975636,105.04909647818542,Hurricane,0.9321778611139858
CountryG,2018,Renewable Energy Use,Transportation,1157.1896498565302,45.67615446002307,4198.462522629634,Emission Reduction,36.164312465012486,-46.75289646860597,Drought,0.8720150683038633
CountryG,2014,Deforestation Rate,Public Services,1290.0501282766365,208.18494953935277,2562.0816838375513,Reforestation Act,15.837395138439778,44.26603377153339,Drought,0.6998918516059945
CountryH,2017,Sea Level Rise,Marine,924.443243947249,269.834352120369,170.46805632234958,Wildlife Conservation,16.453256241453147,-81.1450669124117,Cold Snap,0.8954733550216811
CountryE,2001,Biodiversity Loss,Agriculture,1261.3413547210826,224.82795113403623,4034.6083764146088,Paris Agreement,36.84295732513092,32.44680366686856,Cold Snap,0.7513387260647815
CountryC,2021,Renewable Energy Use,Transportation,1187.4102441049556,27.54975900663706,4905.889646531466,Reforestation Act,56.82851090354196,-42.522908527447356,Wildfire,0.8900335002367579
CountryH,2016,CO2 Emissions,Forestry,596.6290357931061,269.28583345183455,3069.038357529812,Coastal Protection Law,25.417606083809936,-75.08585276713256,Cyclone,0.8880108239027257
CountryF,2017,Deforestation Rate,Energy,850.3859380750456,239.2091688286896,2568.1710967119466,Air Quality Act,53.47705844296092,-48.572666817054866,Cyclone,0.666104565366999
CountryC,2005,Sea Level Rise,Marine,1216.8920268850575,51.69965053115623,4404.237728920312,Carbon Tax,48.204779328943964,-83.50132218797216,Typhoon,0.8453993959842518
CountryA,2018,Deforestation Rate,Agriculture,116.78226457543674,20.276837176180976,4767.332269454533,Coastal Protection Law,22.390622145345343,104.49818803784953,Flood,0.7017250392572858
CountryC,2003,Renewable Energy Use,Forestry,1221.7149594159534,169.40661971772101,3797.2308879220564,Emission Reduction,11.817037415812123,-26.7314095575465,Flood,0.7041224344974338
CountryE,2000,Air Quality Index,Residential,307.937779871084,51.030564345293186,2282.7193556980105,Coastal Protection Law,15.092363257119137,-66.22738070666449,Flood,0.7037218269082033
CountryC,2007,Greenhouse Gases,Residential,796.2912448260864,251.20433101560525,3001.8848567240584,Climate Adaptation Plan,46.42469669237201,-13.41396133585745,Heatwave,0.8539488866459819
CountryA,2022,Deforestation Rate,Forestry,1221.9993873561095,110.70872371814376,3534.5832885881964,Sustainable Agriculture,19.983486902032332,-46.66059663031116,Hurricane,0.6804391146273876
CountryE,2006,CO2 Emissions,Forestry,418.04056332720756,274.30327119728975,1051.940497908827,Paris Agreement,28.56354602526969,63.54900599146475,Storm Surge,0.6003170423361316
CountryJ,2002,CO2 Emissions,Forestry,406.42078699392187,171.87801078159669,2291.285057860546,Renewable Target,35.08495830032124,122.51717709022853,Typhoon,0.8503328987189216
CountryG,2009,Temperature Change,Transportation,634.0083777702653,58.888353350702104,4166.1241971146965,Carbon Tax,46.27340842250814,-16.11124925861182,Drought,0.6599146603422938
CountryG,2009,Deforestation Rate,Forestry,1347.2320564875702,46.18166587114103,3308.1542076423707,Renewable Target,15.661561162956268,93.86868399278251,Cyclone,0.6365688383577421
CountryI,2018,Greenhouse Gases,Marine,50.64203308395143,175.0593690795374,2114.899929338085,Sustainable Agriculture,30.318320263873073,17.12439912550107,Drought,0.6831306422079211
CountryJ,2013,Extreme Weather Events,Agriculture,1357.0054901308056,229.75566549942096,3350.4764166719388,Climate Adaptation Plan,34.253645457134766,-89.1187270754993,Heatwave,0.7329651828129464
CountryJ,2001,Water Scarcity,Transportation,273.02018573033126,235.54416608394374,679.2898191550534,Climate Adaptation Plan,37.041353198576985,49.56191294114882,Drought,0.7665672146156202
CountryC,2000,Greenhouse Gases,Forestry,1485.625245297849,86.34843431017798,2067.3382917678937,Sustainable Agriculture,50.918032069760834,3.4929692527132374,Flood,0.6155995142494207
CountryG,2022,Water Scarcity,Industry,1434.5281399057787,65.25279387908941,3986.329836018976,Carbon Tax,18.583909752160846,39.157696045546885,Landslide,0.9397006664195762
CountryA,2022,Water Scarcity,Public Services,767.2790249073608,9.943109825252812,1180.4930569695753,Renewable Target,50.39157259133111,101.3187272686329,Typhoon,0.8506220686968453
CountryD,2017,Air Quality Index,Industry,793.4443593283108,205.36374960434497,1011.2113870313467,Reforestation Act,44.64392138483261,-15.487011629428025,Landslide,0.7131179228635176
CountryD,2006,Temperature Change,Agriculture,748.2465433999887,27.587636237894,4759.011433590514,Climate Adaptation Plan,37.79354070994796,104.30618203651247,Cold Snap,0.711544040049889
CountryE,2007,Greenhouse Gases,Residential,971.3932862063077,129.1245545209481,1128.4983849725304,Renewable Target,44.976393520128596,65.17394371323027,Landslide,0.7569898922789607
CountryG,2000,Greenhouse Gases,Energy,181.54646824065,182.49623838539736,1378.5010402858236,Wildlife Conservation,30.60088694758282,-2.962719271723955,Storm Surge,0.8191856879670615
CountryG,2024,Air Quality Index,Energy,97.29602509527143,281.4471387513047,4851.118100631256,Renewable Target,16.91987929840623,26.837755271070563,Cyclone,0.6512305733061386
CountryD,2022,Deforestation Rate,Public Services,133.66924620305335,96.98163040195175,3700.0719942986257,Wildlife Conservation,43.288262013268366,-45.34890554505702,Heatwave,0.6661254348177332
CountryG,2002,Deforestation Rate,Residential,694.3297564001958,78.68278792172333,3528.023011815288,Wildlife Conservation,36.23361533428111,125.7352979320813,Cyclone,0.9008021039917428
CountryC,2023,Deforestation Rate,Transportation,449.54451186825094,197.97724551439904,4279.339280887449,Climate Adaptation Plan,41.96874002713878,43.511302393102966,Storm Surge,0.6896892233611753
CountryF,2022,Biodiversity Loss,Transportation,951.957365437941,187.6755144558066,667.5331029602919,Carbon Tax,26.8999390514245,-118.59981835087623,Cyclone,0.7330682492913121
CountryB,2007,Water Scarcity,Transportation,1489.0413195934295,102.97238607589675,3559.185559242035,Emission Reduction,55.3433288669918,-45.07830450551772,Landslide,0.904945147832541
CountryJ,2021,Biodiversity Loss,Energy,610.1686009608756,278.790041475387,2568.0741857083704,Climate Adaptation Plan,39.36849342877885,32.06175277735494,Hurricane,0.8321017402899379
CountryI,2024,Temperature Change,Industry,882.0698184515444,254.23438660944166,4162.838137392286,Carbon Tax,14.270124214543692,-115.35334777219765,Cyclone,0.7195991577695909
CountryE,2014,Air Quality Index,Energy,652.6256490656365,71.07485103019894,2589.894421459452,Carbon Tax,32.490199535221436,-123.79011025702287,Cold Snap,0.8392948410036172
CountryF,2004,Greenhouse Gases,Marine,1278.543918196696,75.54705090318434,3139.1826359176694,Coastal Protection Law,47.817802737181715,-12.99369772277133,Typhoon,0.6068891253834948
CountryD,2002,Water Scarcity,Forestry,1358.2427850202453,156.12860233168877,2440.936419357726,Sustainable Agriculture,49.706728086613616,-43.5005532799058,Typhoon,0.8574749310039778
CountryJ,2018,Biodiversity Loss,Transportation,1322.165637697627,233.2037700105625,2442.978725423636,Sustainable Agriculture,34.729852638187936,-16.042361911376872,Drought,0.7704556141806838
CountryG,2000,Biodiversity Loss,Industry,1462.8397460849235,17.991911919596994,3863.0528925029744,Sustainable Agriculture,54.73737854156505,-61.69973943119865,Wildfire,0.8846137515495613
CountryI,2014,Sea Level Rise,Agriculture,89.90281845360218,209.53387035173847,3179.9753631716876,Air Quality Act,23.38342185971488,-87.17338579482495,Landslide,0.9341231782022639
CountryG,2007,Biodiversity Loss,Public Services,1267.73343511102,196.2295897277186,3202.989687886111,Climate Adaptation Plan,30.52993486191333,49.1772728148878,Flood,0.9240259923230989
CountryA,2001,Extreme Weather Events,Agriculture,1140.0696509066852,73.28662829433154,2306.3841707744764,Carbon Tax,54.9298455284485,3.788490229628138,Storm Surge,0.9182427652093692
CountryA,2002,Greenhouse Gases,Forestry,381.60689363052893,205.99913890619789,2702.436532053885,Coastal Protection Law,54.81283582357894,-77.95990507516463,Heatwave,0.7792594845768605
CountryI,2023,Extreme Weather Events,Industry,1436.664135411915,282.35404141936436,3754.016564403458,Wildlife Conservation,44.28563844123404,-46.90674917240044,Landslide,0.7260497399486283
CountryI,2013,Greenhouse Gases,Energy,264.85799593342097,18.801824266671716,4147.1105036484,Emission Reduction,52.94902735611101,23.870055992464728,Typhoon,0.7627623636557355
CountryD,2023,Air Quality Index,Energy,1035.3473943441672,99.29735631115845,3513.1508705058263,Emission Reduction,14.438663347811634,-111.22036944915575,Drought,0.8414636011596762
CountryI,2013,Greenhouse Gases,Marine,376.0908143830731,134.26213141657482,4627.957645343848,Wildlife Conservation,53.249748810388816,-91.66221759079332,Cyclone,0.9093992219049154
CountryC,2010,Extreme Weather Events,Marine,675.5019407224082,270.28180588278343,4119.588031921285,Renewable Target,26.030995327511338,-110.95614293207856,Flood,0.6724452060500419
CountryG,2015,Greenhouse Gases,Energy,1092.781850569625,288.86712674970124,2853.1325700666403,Renewable Target,18.916575621410814,81.2025065056709,Flood,0.921367605461596
CountryF,2003,Air Quality Index,Agriculture,866.8207309479177,136.01399771641803,3389.8897559543107,Sustainable Agriculture,21.96849181710232,65.6264006351224,Wildfire,0.8853130811894612
CountryH,2019,Air Quality Index,Public Services,669.877655425762,226.2583815819464,4638.91055691386,Climate Adaptation Plan,30.898425400694354,65.86136228860684,Hurricane,0.9425996053123821
CountryI,2004,Temperature Change,Transportation,523.1907248513814,161.84000201052248,3133.9234167909863,Air Quality Act,22.55960023022336,56.2445893037673,Wildfire,0.9080881206485905
CountryE,2021,Greenhouse Gases,Agriculture,1267.506500777746,163.64596574870606,4141.55404510117,Coastal Protection Law,26.02837930082495,44.040210154166004,Cyclone,0.6979780653921673
CountryA,2020,Sea Level Rise,Public Services,258.53080795647986,87.03935694457515,3475.1714675909366,Emission Reduction,16.748924303582104,-5.982102001674505,Landslide,0.6370845689704167
CountryC,2013,Deforestation Rate,Marine,673.6491709682101,69.00209252984446,2804.488169196286,Sustainable Agriculture,24.808838277949924,36.99232251184989,Cold Snap,0.6392843751970559
CountryJ,2022,CO2 Emissions,Forestry,1360.4484790739562,89.96157704759214,1285.0071575352304,Paris Agreement,38.61419072710006,-120.02599575512659,Storm Surge,0.7019281615023966
